edge
-inf
-0.0055519122667440895
-0.00322855312114561
-0.0018269733717508215
-0.0006811373382691408
0.0003543994970714613
0.0014064845774713283
0.002573772079303444
0.004013385563448693
0.006143620229883083
inf
