edge
-inf
-0.0050737280947723215
-0.0028062800943358295
-0.0014692033681000063
-0.0003845508074227823
0.0006212367806187962
0.0015738005367441819
0.0026631190230061727
0.003966538126389146
0.006140579932932638
inf
