Price,Open,High,Low,Close,Volume
Ticker,,,,,,
,,,,,,
1988-07-01,124.21011352539062,124.21011352539062,124.21011352539062,124.21011352539062,0
1988-07-04,124.21011352539062,124.21011352539062,124.21011352539062,124.21011352539062,0
1988-07-05,126.18172454833984,126.18172454833984,126.18172454833984,126.18172454833984,0
1988-07-06,129.63197326660156,129.63197326660156,129.63197326660156,129.63197326660156,0
1988-07-07,128.64627075195312,128.64627075195312,128.64627075195312,128.64627075195312,0
1988-07-08,130.6177520751953,130.6177520751953,130.6177520751953,130.6177520751953,0
1988-07-11,130.6177520751953,130.6177520751953,130.6177520751953,130.6177520751953,0
1988-07-12,128.15328979492188,128.15328979492188,128.15328979492188,128.15328979492188,0
1988-07-13,128.15328979492188,128.15328979492188,128.15328979492188,128.15328979492188,0
1988-07-14,127.16757202148438,127.16757202148438,127.16757202148438,127.16757202148438,0
1988-07-15,127.16757202148438,127.16757202148438,127.16757202148438,127.16757202148438,0
1988-07-18,128.15328979492188,128.15328979492188,128.15328979492188,128.15328979492188,0
1988-07-19,127.16757202148438,127.16757202148438,127.16757202148438,127.16757202148438,0
1988-07-20,130.6177520751953,130.6177520751953,130.6177520751953,130.6177520751953,0
1988-07-21,129.13912963867188,129.13912963867188,129.13912963867188,129.13912963867188,0
1988-07-22,126.67459106445312,126.67459106445312,126.67459106445312,126.67459106445312,0
1988-07-25,127.16757202148438,127.16757202148438,127.16757202148438,127.16757202148438,0
1988-07-26,126.67459106445312,126.67459106445312,126.67459106445312,126.67459106445312,0
1988-07-27,127.16757202148438,127.16757202148438,127.16757202148438,127.16757202148438,0
1988-07-28,126.92111206054688,126.92111206054688,126.92111206054688,126.92111206054688,0
1988-07-29,127.90682220458984,127.90682220458984,127.90682220458984,127.90682220458984,0
1988-08-01,128.15328979492188,128.15328979492188,128.15328979492188,128.15328979492188,0
1988-08-02,127.66045379638672,127.66045379638672,127.66045379638672,127.66045379638672,0
1988-08-03,127.90682220458984,127.90682220458984,127.90682220458984,127.90682220458984,0
1988-08-04,127.66045379638672,127.66045379638672,127.66045379638672,127.66045379638672,0
1988-08-05,127.16757202148438,127.16757202148438,127.16757202148438,127.16757202148438,0
1988-08-08,126.67459106445312,126.67459106445312,126.67459106445312,126.67459106445312,0
1988-08-09,128.15328979492188,128.15328979492188,128.15328979492188,128.15328979492188,0
1988-08-10,125.93529510498047,125.93529510498047,125.93529510498047,125.93529510498047,0
1988-08-11,127.66045379638672,127.66045379638672,127.66045379638672,127.66045379638672,0
1988-08-12,127.66045379638672,127.66045379638672,127.66045379638672,127.66045379638672,0
1988-08-15,121.74567413330078,121.74567413330078,121.74567413330078,121.74567413330078,0
1988-08-16,121.74567413330078,121.74567413330078,121.74567413330078,121.74567413330078,0
1988-08-17,121.74567413330078,121.74567413330078,121.74567413330078,121.74567413330078,0
1988-08-18,121.74567413330078,121.74567413330078,121.74567413330078,121.74567413330078,0
1988-08-19,123.22433471679688,123.22433471679688,123.22433471679688,123.22433471679688,0
1988-08-22,122.97786712646484,122.97786712646484,122.97786712646484,122.97786712646484,0
1988-08-23,122.23851776123047,122.23851776123047,122.23851776123047,122.23851776123047,0
1988-08-24,121.25273895263672,121.25273895263672,121.25273895263672,121.25273895263672,0
1988-08-25,118.5418472290039,118.5418472290039,118.5418472290039,118.5418472290039,0
1988-08-26,117.80250549316406,117.80250549316406,117.80250549316406,117.80250549316406,0
1988-08-29,117.80250549316406,117.80250549316406,117.80250549316406,117.80250549316406,0
1988-08-30,117.5560531616211,117.5560531616211,117.5560531616211,117.5560531616211,0
1988-08-31,117.5560531616211,117.5560531616211,117.5560531616211,117.5560531616211,0
1988-09-01,117.3095703125,117.3095703125,117.3095703125,117.3095703125,0
1988-09-02,119.52764129638672,119.52764129638672,119.52764129638672,119.52764129638672,0
1988-09-05,121.00631713867188,121.00631713867188,121.00631713867188,121.00631713867188,0
1988-09-06,121.00631713867188,121.00631713867188,121.00631713867188,121.00631713867188,0
1988-09-07,117.80250549316406,117.80250549316406,117.80250549316406,117.80250549316406,0
1988-09-08,117.06315612792969,117.06315612792969,117.06315612792969,117.06315612792969,0
1988-09-09,116.57022094726562,116.57022094726562,116.57022094726562,116.57022094726562,0
1988-09-12,117.5560531616211,117.5560531616211,117.5560531616211,117.5560531616211,0
