edge
-inf
-0.004590656668341171
-0.0026615278018507905
-0.0013840021891004816
-0.0005097764256742956
0.0003484096790569051
0.0012121667090156326
0.0022910849263167487
0.003540805288638259
0.005617961501542468
inf
