Price,Open,High,Low,Close,Volume
Ticker,,,,,,
,,,,,,
1980-01-02,0.4538215752347621,0.4538215752347621,0.4472824037075043,0.4472824037075043,2154600
1980-01-03,0.4472823376534462,0.4472823376534462,0.44074271246715524,0.4459742307662964,2640600
1980-01-04,0.4459744318462861,0.45251360535621643,0.4459744318462861,0.45251360535621643,1069200
1980-01-07,0.45120603945854454,0.45120603945854454,0.445974517792432,0.4485902786254883,882900
1980-01-08,0.44859000558822965,0.4551291763782501,0.44728235328012356,0.4551291763782501,4803300
1980-01-09,0.4629764258861542,0.4708232998760798,0.4629764258861542,0.4629764258861542,9821250
1980-01-10,0.4655918002524395,0.4786705471101104,0.4655918002524395,0.4760547876358032,8039250
1980-01-11,0.47605494419768835,0.47605494419768835,0.46820771370788516,0.46951577067375183,7087500
1980-01-14,0.46951553483207314,0.47213129385271657,0.4682074785232544,0.4682074785232544,2911950
1980-01-15,0.46820765388759567,0.4695157106863392,0.4616684811991329,0.4642842411994934,1814400
1980-01-16,0.4655915865630638,0.470823103110605,0.4655915865630638,0.46689969301223755,2713500
1980-01-17,0.4668997592697728,0.4682074112799379,0.45251331403474915,0.45382142066955566,3442500
1980-01-18,0.4498979317295056,0.4498979317295056,0.4394353430223022,0.4485902786254883,3973050
1980-01-21,0.4485900837749363,0.4512058434718056,0.44597432407806703,0.44989773631095886,2992950
1980-01-22,0.449897546374672,0.45774482215234236,0.44074261861303937,0.4420507252216339,4681800
1980-01-23,0.4420508846357795,0.4485900561630373,0.4420508846357795,0.4472824037075043,3636900
1980-01-24,0.4498974915450173,0.4734388613843755,0.4498974915450173,0.46689969301223755,4600800
1980-01-25,0.4668997757636588,0.4682074278200186,0.4629763144560712,0.4655916690826416,1482300
1980-01-28,0.46559178936277495,0.47605477650142125,0.46297643406055844,0.4734390676021576,2158650
1980-01-29,0.47213115904593683,0.47213115904593683,0.46689969301223755,0.46689969301223755,1077300
1980-01-30,0.46689969301223755,0.46951540077216625,0.4655915865630638,0.46689969301223755,753300
1980-01-31,0.4668998300630245,0.4682074822714612,0.4512057304382324,0.4512057304382324,3665250
1980-02-01,0.45120583758396865,0.4577450094283993,0.45120583758396865,0.4564369022846222,1377000
1980-02-04,0.4564371064996354,0.45774521422867437,0.44728262552147097,0.4485902786254883,1753650
1980-02-05,0.4485902786254883,0.4485902786254883,0.445974517792432,0.4485902786254883,1648350
1980-02-06,0.44858998991586696,0.44858998991586696,0.44205081935430507,0.4459742307662964,3681450
1980-02-07,0.445974517792432,0.4485902786254883,0.44205110385535845,0.4485902786254883,2964600
1980-02-08,0.4446664838141907,0.4446664838141907,0.44074261861303937,0.4420507252216339,5086800
1980-02-11,0.44205118521351017,0.44597459987267607,0.44205118521351017,0.443358838558197,5811750
1980-02-12,0.4407427565635165,0.4407427565635165,0.42635676173865167,0.4368193447589874,7528950
1980-02-13,0.43812731464511484,0.44728224240674747,0.43812731464511484,0.4420507252216339,14308650
1980-02-14,0.4420508011050446,0.4525133826466691,0.4420508011050446,0.4512057304382324,6334200
1980-02-15,0.451205952504204,0.4577451260141343,0.44859019217524504,0.45251360535621643,3916350
1980-02-19,0.45251377584632096,0.45251377584632096,0.443358838558197,0.443358838558197,3499200
1980-02-20,0.44335853709131257,0.4472824037075043,0.4420508846357795,0.4472824037075043,4689900
1980-02-21,0.4472823987275115,0.4472823987275115,0.4355117082595825,0.4355117082595825,3782700
1980-02-22,0.43420374689302554,0.43420374689302554,0.43028033362879226,0.43158844113349915,3203550
1980-02-25,0.4317455117167768,0.4317455117167768,0.4225594035682789,0.42518407106399536,6492150
1980-02-26,0.42255943001828467,0.42255943001828467,0.41337332129478455,0.41337332129478455,6394950
1980-02-27,0.4133734776205309,0.4133734776205309,0.40812459648859184,0.4094367027282715,4268700
1980-02-28,0.4094364295909689,0.4173099994659424,0.4094364295909689,0.4173099994659424,3308850
1980-02-29,0.42124736309051514,0.42780880475861044,0.42124736309051514,0.42124736309051514,1842750
1980-03-03,0.4238719940185547,0.42780876744139407,0.4238719940185547,0.4238719940185547,2749950
1980-03-04,0.4238719291714723,0.4278087019920349,0.41993470017792933,0.4278087019920349,2174850
1980-03-05,0.4278086356180996,0.4278086356180996,0.41468575747023423,0.41599786281585693,5597100
