Price,Open,High,Low,Close,Volume
Ticker,,,,,,
,,,,,,
1980-01-02,1.7821963149800284,1.8725611455345144,1.7821963149800284,1.8072969913482666,458674
1980-01-03,1.807297026714665,1.8474595546722414,1.7520745489516956,1.8474595546722412,1248942
1980-01-04,1.8524787019293918,1.9779862124298806,1.8524787019293918,1.957904577255249,1195331
1980-01-07,1.9679449480598727,1.9980665398570274,1.9679449480598727,1.9779858589172363,484486
1980-01-08,1.9779870397604817,2.0482702255249023,1.967946122908767,2.0482702255249023,681061
1980-01-09,2.0683511780960737,2.203898711853392,2.0683511780960737,2.143655300140381,1215187
1980-01-10,2.1436544685068344,2.1988778755244556,2.1285937640183583,2.16373610496521,438818
1980-01-11,2.1637365843792264,2.1888374472062218,2.108513355255127,2.108513355255127,321667
1980-01-14,2.1085130205895894,2.2490804919191576,2.0783914195903965,2.228999614715576,325638
1980-01-15,2.229000213552835,2.2591218226444196,2.178797721862793,2.178797721862793,250186
1980-01-16,2.168757140464765,2.168757140464765,2.088433027267456,2.088433027267456,264085
1980-01-17,2.0884330269730396,2.123574814608827,2.0583114132298097,2.1034939289093018,544054
1980-01-18,2.1034936040691994,2.198878604461251,2.0934526874468076,2.178797721862793,635392
1980-01-21,2.1888368209691786,2.2239793497772307,2.1888368209691786,2.203897714614868,291883
1980-01-22,2.20389818668186,2.2089189292739575,2.17879732565983,2.1888372898101807,152891
1980-01-23,2.188837486616241,2.289243221282959,2.188837486616241,2.289243221282959,963016
1980-01-24,2.319365376258661,2.39968948207237,2.319365376258661,2.36956787109375,889549
1980-01-25,2.3695678241904576,2.3896487076494455,2.34948694073147,2.3846285343170166,291883
1980-01-28,2.3846285343170166,2.419770318031837,2.3695678241904576,2.3846285343170166,3147176
1980-01-29,2.384628581518421,2.3896487549502194,2.3595269538423227,2.36956787109375,353437
1980-01-30,2.369567077399933,2.374587059020996,2.369567077399933,2.374587059020996,2609078
1980-01-31,2.379608632008055,2.4147504169175114,2.379608632008055,2.394669532775879,2843379
1980-02-01,2.394669955961163,2.439852476119995,2.3595274043242074,2.439852476119995,1098037
1980-02-04,2.4398514096593864,2.5151555136321977,2.399688891316555,2.49005389213562,1421690
1980-02-05,2.4900543628388845,2.630621872706128,2.4800134461612635,2.5904593467712402,968973
1980-02-06,2.590457773536545,2.6306202750799748,2.454911089522113,2.4800119400024414,1334323
1980-02-07,2.480012333582233,2.5101341194555795,2.4699723720550537,2.4699723720550537,1884334
1980-02-08,2.480012977356067,2.505114598852644,2.480012977356067,2.49005389213562,550011
1980-02-11,2.4900527255106093,2.4900527255106093,2.3545052877879082,2.3996877670288086,1304539
1980-02-12,2.39968948207237,2.419770365928839,2.3595269538423227,2.36956787109375,601637
1980-02-13,2.3695668318080814,2.384627535627168,2.3545059378598006,2.3595259189605713,538098
1980-02-14,2.359526089256266,2.3645470213653845,2.2340195178985596,2.2340195178985596,1193346
1980-02-15,2.2340199981049174,2.2490808963775635,2.1587158870001817,2.2490808963775635,1642091
1980-02-19,2.249080687167666,2.269162326631443,2.1687564108633266,2.1888372898101807,875650
1980-02-20,2.2089191278856286,2.289243221282959,2.2089191278856286,2.289243221282959,754528
1980-02-21,2.2892428167139625,2.3193646078423695,2.2189587007907505,2.228999614715576,397120
1980-02-22,2.229000134713815,2.229000134713815,2.1787976447994186,2.198878526687622,786298
1980-02-25,2.1988773401187447,2.2038973202203165,2.1285932457261563,2.138633966445923,524198
1980-02-26,2.1386350028641834,2.163736626699111,2.1336150203298443,2.1486759185791016,611565
1980-02-27,2.148676112771209,2.188837687838859,2.148676112771209,2.178797721862793,829981
1980-02-28,2.17879849766033,2.324386041581296,2.17879849766033,2.314345121383667,637378
1980-02-29,2.329404321193204,2.409729152293765,2.329404321193204,2.3595259189605713,1179446
1980-03-03,2.359526755133629,2.389648553704804,2.2992835382498016,2.309324264526367,258128
1980-03-04,2.2892432283948714,2.2892432283948714,2.2139391172901357,2.2490808963775635,520227
1980-03-05,2.239039870976788,2.239039870976788,2.1687557697296143,2.1687557697296143,180690
1980-03-06,2.168755558217756,2.188836429269822,2.098471463825167,2.138633966445923,778355
1980-03-07,2.138633966445923,2.2089180608385117,2.073370802800685,2.138633966445923,907419
1980-03-10,2.153695067439453,2.2038975351594394,2.153695067439453,2.1687557697296143,347480
