Price,Open,High,Low,Close,Volume
Ticker,,,,,,
,,,,,,
1980-03-17,1.0291268908461189,1.051911997080998,1.0291268908461189,1.0329242944717407,62775
1980-03-18,1.0329243534764576,1.0481144577617694,1.0329243534764576,1.0405193567276,64125
1980-03-19,1.0481140044359751,1.059506602168238,1.0481140044359751,1.0557090044021606,40500
1980-03-20,1.0557093018804793,1.0557093018804793,1.0443168965040273,1.04811429977417,18900
1980-03-21,1.048114126364708,1.0708991289138794,1.048114126364708,1.0708991289138794,97200
1980-03-24,1.0633044165577585,1.0633044165577585,1.0443170070648193,1.0443170070648193,90450
1980-03-25,1.0443170539192248,1.0481144577617694,1.0367219528850555,1.0405193567276,72225
1980-03-26,1.0405191998848486,1.0557093018804793,1.0329241977785395,1.04811429977417,31725
1980-03-27,1.0443170539192248,1.0443170539192248,1.01013934372303,1.0405193567276,62100
1980-03-28,1.0405190478463386,1.0405190478463386,1.0101390438601656,1.0291266441345215,84375
1980-03-31,1.0405196607532576,1.0633047749472118,1.0405196607532576,1.0595073699951172,55350
1980-04-01,1.0595069007166458,1.078494405982419,1.0405191998848486,1.04811429977417,126225
1980-04-02,1.055709267418354,1.0860893726348877,1.055709267418354,1.0860893726348877,58725
1980-04-03,1.1088735749110377,1.1392538536852665,1.1088735749110377,1.1278612613677979,311175
1980-04-07,1.1278618004741299,1.1544444959934987,1.1240642026978025,1.1354568004608154,115425
1980-04-08,1.1278621032706138,1.1278621032706138,1.1164695024490356,1.1164695024490356,218025
1980-04-09,1.1088746198694728,1.1088746198694728,1.0784946058151657,1.101279616355896,181575
1980-04-10,1.1012792260381006,1.1316595226740467,1.1012792260381006,1.124064326286316,191700
1980-04-11,1.124064326286316,1.146849622100522,1.1202669236584413,1.124064326286316,112050
1980-04-14,1.1240640777373034,1.1240640777373034,1.1126716768067357,1.1202666759490967,18900
1980-04-15,1.112672136151292,1.112672136151292,1.093684434890747,1.093684434890747,63450
1980-04-16,1.10127892005997,1.1126716136932373,1.10127892005997,1.1126716136932373,30375
1980-04-17,1.1050770360904711,1.1050770360904711,1.0898870315348579,1.093684434890747,43875
1980-04-18,1.093684374493269,1.1050769750638496,1.0860893726348877,1.0860893726348877,27675
1980-04-21,1.0822924841890713,1.0822924841890713,1.0481147640066124,1.0595073699951172,83700
1980-04-22,1.0595069246406172,1.093684434890747,1.0481143234408932,1.093684434890747,122850
1980-04-23,1.093684434890747,1.093684434890747,1.0671019269184239,1.093684434890747,132300
1980-04-24,1.093684374493269,1.093684374493269,1.0708992711351164,1.0860893726348877,209250
1980-04-25,1.0822918257544567,1.0822918257544567,1.0671017262720133,1.0708991289138794,21600
1980-04-28,1.0822920292570513,1.1012794371685537,1.0822920292570513,1.093684434890747,141750
1980-04-29,1.0936843673313457,1.1012793691399916,1.0898869642100308,1.0974819660186768,45225
1980-04-30,1.0974817985827046,1.1126718976655456,1.0860891998248257,1.1088742017745972,85050
1980-05-01,1.1126712686550904,1.1354562577241516,1.1126712686550904,1.1278612613677979,48600
1980-05-02,1.1278614984578372,1.146849188906038,1.1202665005049235,1.139254093170166,49950
1980-05-05,1.1544444936081033,1.200014591217041,1.1544444936081033,1.200014591217041,621675
1980-05-06,1.2000150168598798,1.2228001226376708,1.1810274124145508,1.1810274124145508,143775
1980-05-07,1.181026993506576,1.21520468894201,1.181026993506576,1.200014591217041,483975
1980-05-08,1.200014658069154,1.2114070608773218,1.1886220596950061,1.1962170600891113,36450
1980-05-09,1.188621997833252,1.188621997833252,1.1734319000526192,1.188621997833252,24975
1980-05-12,1.1886222272826616,1.1886222272826616,1.1582421236398626,1.184824824333191,27000
1980-05-13,1.184825011530032,1.1962174177443987,1.1734323119666077,1.1810274124145508,40500
1980-05-14,1.184824824333191,1.2000148272630886,1.184824824333191,1.184824824333191,61425
1980-05-15,1.184825011530032,1.192420014194956,1.1734323119666077,1.1810274124145508,37125
1980-05-16,1.181027382522969,1.181027382522969,1.1696348788139252,1.177229881286621,11475
1980-05-19,1.177230202484163,1.2152054207749003,1.177230202484163,1.2038127183914185,51300
1980-05-20,1.2038124204093226,1.2038124204093226,1.1810274124145508,1.1810274124145508,85725
1980-05-21,1.1810270909112015,1.184824688992887,1.1658369919334366,1.1734319925308228,40500
