edge
-inf
-0.0057860966026969905
-0.0032624214829665766
-0.0017139070087445326
-0.0005210645169229855
0.0005491152637280754
0.0016091640170073816
0.0028082555288846014
0.004285442058569566
0.006532604561348103
inf
