Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
1980-12-12,0.7551443576812744,0.7599389250316316,0.7491512216526196,0.7491512216526196,4892800
1980-12-15,0.7587407231330872,0.7659325776352082,0.7551447227226995,0.7551447227226995,2446400
1980-12-16,0.7827131748199463,0.7863090270894187,0.7587403386281958,0.7587403386281958,4040000
1980-12-17,0.8090832233428955,0.8114805067508469,0.7899049560792839,0.7899049560792839,3816000
1980-12-18,0.7994945645332336,0.8222686972751122,0.7994945645332336,0.8090837038600571,5790400
1980-12-19,0.7887066006660461,0.7994944540776344,0.7863093161655414,0.7994944540776344,7188800
1980-12-22,0.783912181854248,0.7923027523728754,0.7779190426140818,0.788706751773846,3518400
1980-12-23,0.7707268595695496,0.7875078471430231,0.7671308605016481,0.7839118480751217,4457600
1980-12-24,0.7707268595695496,0.7719254283797835,0.7683295756304819,0.7707268595695496,1638400
1980-12-26,0.7755213975906372,0.7755213975906372,0.7659322622035418,0.7707268298970895,1670400
1980-12-29,0.7695282101631165,0.7755214936819484,0.7695282101631165,0.7755214936819484,1313600
1980-12-30,0.774322509765625,0.7779185078928575,0.7707266579569539,0.7707266579569539,1147200
1980-12-31,0.7731241583824158,0.7827132943231675,0.7707268743972278,0.7743227272157084,1662400
1981-01-02,0.7779186964035034,0.779117265190652,0.7695281296190748,0.7731241286177147,1457600
1981-01-05,0.7779186964035034,0.7839118329764407,0.7767199812977578,0.7779186964035034,3745600
1981-01-06,0.7719249725341797,0.7863086676745682,0.7647331249639855,0.7779182520019317,3588800
1981-01-07,0.7575417160987854,0.761137715125642,0.7479525804519653,0.761137715125642,6307200
1981-01-08,0.7347677946090698,0.7563433557609386,0.7239799408738162,0.7563433557609386,7785600
1981-01-09,0.7419596314430237,0.7419596314430237,0.7251786398178671,0.7347677778893852,4798400
1981-01-12,0.7443566918373108,0.7563431108176331,0.7431579767799831,0.7431579767799831,8569600
1981-01-13,0.7599388360977173,0.7599388360977173,0.7443565671919055,0.7443565671919055,3272000
1981-01-14,0.7515490651130676,0.7647340619879971,0.7479530637625552,0.7599394910664423,3953600
1981-01-15,0.7659327387809753,0.7659327387809753,0.7491517414121134,0.7515490267505222,3691200
1981-01-16,0.7671312093734741,0.7707272100767455,0.7611380699595771,0.7659326400181613,5105600
1981-01-19,0.7647334933280945,0.7683294920046031,0.7611376409701697,0.767130777006239,2507200
1981-01-20,0.7503504157066345,0.7659328457416842,0.7503504157066345,0.7647341297457394,3225600
1981-01-21,0.7455555200576782,0.7479528046880888,0.7395623816409729,0.7479528046880888,2524800
1981-01-22,0.7371649742126465,0.7455553958620749,0.733568974706736,0.7455553958620749,2684800
1981-01-23,0.7299732565879822,0.7359663951152662,0.7299732565879822,0.7359663951152662,2179200
1981-01-26,0.7311722040176392,0.7335694899324511,0.7287749181028272,0.7299736342195934,2286400
1981-01-27,0.7443566918373108,0.7443566918373108,0.7287742740035963,0.7311715577996607,3462400
1981-01-28,0.7347677946090698,0.745555502025685,0.7347677946090698,0.7443569328987892,3702400
1981-01-29,0.743158221244812,0.7455555058294727,0.7347677983578192,0.7347677983578192,5672000
1981-01-30,0.7455555200576782,0.7527473739489099,0.7407609507968572,0.7431582354272677,8353600
1981-02-02,0.7275753021240234,0.7419589969305758,0.7251780196562647,0.7419589969305758,8273600
1981-02-03,0.7373580932617188,0.7373580932617188,0.7275755656514108,0.7373580932617188,5320000
1981-02-04,0.7312442660331726,0.7410267980202385,0.7300215241695854,0.7373584231598849,4131200
1981-02-05,0.7349126935005188,0.7361354352032796,0.7312441698530917,0.7312441698530917,3360000
1981-02-06,0.7312442660331726,0.7398040561566513,0.7287986330364062,0.7349127901631184,6836800
1981-02-09,0.7153475284576416,0.7263527992662949,0.7153475284576416,0.7263527992662949,4102400
