Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
1986-03-13,0.05925336480140686,0.061899049792752264,0.053963211770512415,0.053963211770512415,1031788800
1986-03-14,0.06136946380138397,0.06242810353530762,0.059253401286082356,0.059253401286082356,308160000
1986-03-17,0.06242811307311058,0.06295712878275932,0.06136947317744732,0.06136947317744732,133171200
1986-03-18,0.060840435326099396,0.06295710587073883,0.06031141980897563,0.06242809035361506,67766400
1986-03-19,0.05978240445256233,0.06136945100820003,0.05925338893401644,0.06084043548965413,47894400
1986-03-20,0.058195360004901886,0.05978240661802626,0.05766634446719376,0.05978240661802626,58435200
1986-03-21,0.05660831183195114,0.059253389447607385,0.05555028078568865,0.05819535840134489,59990400
1986-03-24,0.0550212562084198,0.05660830251665383,0.05449224077234179,0.05660830251665383,65289600
1986-03-25,0.056079305708408356,0.056079305708408356,0.05449225887300584,0.055021274484806676,32083200
1986-03-26,0.0576663613319397,0.058195377024360465,0.05555029856225663,0.056079314254677395,22752000
1986-03-27,0.05872439220547676,0.05872439220547676,0.05766636082984734,0.05766636082984734,16848000
1986-03-31,0.058195360004901886,0.05872437554261001,0.057137328929485635,0.05872437554261001,12873600
1986-04-01,0.0576663613319397,0.058195377024360465,0.0576663613319397,0.058195377024360465,11088000
1986-04-02,0.058195360004901886,0.05925339108031813,0.05766634446719376,0.05766634446719376,27014400
1986-04-03,0.05872439220547676,0.06031143926892089,0.05872439220547676,0.05872439220547676,23040000
1986-04-04,0.05872439220547676,0.05925340789329147,0.05872439220547676,0.05872439220547676,26582400
1986-04-07,0.0576663613319397,0.059253408409202006,0.05660832994709816,0.05872439271678123,16560000
1986-04-08,0.058195360004901886,0.05925339108031813,0.05766634446719376,0.05766634446719376,10252800
1986-04-09,0.05925336480140686,0.059782380104496304,0.058195334195227974,0.058195334195227974,12153600
1986-04-10,0.05978240445256233,0.060311419971108234,0.05819535789692465,0.05925338893401644,13881600
1986-04-11,0.060840435326099396,0.06189907483649129,0.06031141980897563,0.06031141980897563,17222400
1986-04-14,0.06136946380138397,0.06189908790648222,0.06084044817255857,0.06084044817255857,12153600
1986-04-15,0.06136946380138397,0.06136946380138397,0.059253401286082356,0.06136946380138397,9302400
1986-04-16,0.06348613649606705,0.06401515213908407,0.060840449804692755,0.06136946544770978,31910400
1986-04-17,0.06401515752077103,0.06401515752077103,0.0634861418332802,0.0634861418332802,22003200
1986-04-18,0.061899084597826004,0.06401514700001895,0.06136946052103745,0.06401514700001895,21628800
1986-04-21,0.061899084597826004,0.06242810019837424,0.06031142931994097,0.061899084597826004,22924800
1986-04-22,0.060840435326099396,0.06189907483649129,0.06084043532609939,0.06189907483649129,15552000
1986-04-23,0.06110495328903198,0.061369463372027956,0.0603114321217794,0.06084044774690368,15609600
1986-04-24,0.06718926876783371,0.0682473004124379,0.06084047042371319,0.06110497606442955,62352000
1986-04-25,0.07142193615436554,0.07433152269078755,0.06771822043082369,0.06771822043082369,85795200
1986-04-28,0.0719509944319725,0.07248001006889689,0.07089235468184159,0.07142197879504812,28886400
1986-04-29,0.06983432918787003,0.07195100038703715,0.06930531350716136,0.07195100038703715,30326400
1986-04-30,0.06824725866317749,0.07036332065791595,0.06666021216712364,0.06983430515923134,30902400
1986-05-01,0.06718926876783371,0.0682473004124379,0.06613123712322952,0.0682473004124379,54345600
1986-05-02,0.06718926876783371,0.0682473004124379,0.06666025294553161,0.06718926876783371,20246400
1986-05-05,0.06666024029254913,0.06718925601443715,0.06666024029254913,0.06718925601443715,3254400
1986-05-06,0.06718926876783371,0.0682473004124379,0.06718926876783371,0.06718926876783371,9734400
1986-05-07,0.06718926876783371,0.0677182845901358,0.06613123712322952,0.06718926876783371,5155200
1986-05-08,0.06771823763847351,0.06771823763847351,0.06666020672744291,0.06718922218295821,3542400
1986-05-09,0.06718926876783371,0.0677182845901358,0.06718926876783371,0.0677182845901358,6076800
1986-05-12,0.06771823763847351,0.06930528400501942,0.06718922218295821,0.06718922218295821,10483200
1986-05-13,0.06824725866317749,0.0687762741618621,0.06771824316449288,0.06771824316449288,3830400
1986-05-14,0.06771823763847351,0.06824725309398882,0.06771823763847351,0.06824725309398882,9302400
1986-05-15,0.06771823763847351,0.06877626854950412,0.06771823763847351,0.06771823763847351,3801600
1986-05-16,0.06824725866317749,0.06983430515923134,0.06771824316449288,0.06771824316449288,11952000
1986-05-19,0.06718926876783371,0.0682473004124379,0.06666025294553161,0.0682473004124379,11001600
1986-05-20,0.06666024029254913,0.06718925601443715,0.06613122457066112,0.06718925601443715,61977600
1986-05-21,0.06560221314430237,0.06718926041388376,0.06560221314430237,0.06666024465735662,8092800
1986-05-22,0.06560221314430237,0.0661312289008295,0.06560221314430237,0.06560221314430237,4406400
1986-05-23,0.06560221314430237,0.06666024465735662,0.06560221314430237,0.06560221314430237,4089600
1986-05-27,0.06771823763847351,0.06771823763847351,0.0656021758164123,0.0656021758164123,13881600
1986-05-28,0.06983432918787003,0.06983432918787003,0.0677182664650354,0.0677182664650354,15523200
1986-05-29,0.07142193615436554,0.07247996679654353,0.06930526639409068,0.06983428171517966,45676800
1986-05-30,0.07406706362962723,0.07512509499846912,0.07195100089194342,0.07195100089194342,27072000
1986-06-02,0.0719509944319725,0.07406705697967002,0.0719509944319725,0.07406705697967002,19728000
1986-06-03,0.0719509944319725,0.0719509944319725,0.07089235468184159,0.0719509944319725,5011200
1986-06-04,0.07142193615436554,0.07247996679654353,0.07089231235735766,0.07195095147545454,4723200
1986-06-05,0.07248000055551529,0.07248000055551529,0.07089234537684809,0.07142196942053869,13708800
1986-06-06,0.07248000055551529,0.07248000055551529,0.07142196942053869,0.07248000055551529,3427200
1986-06-09,0.06930531561374664,0.07248001827082848,0.06930531561374664,0.07248001827082848,12672000
1986-06-10,0.06930531561374664,0.06930531561374664,0.06824728422016971,0.06930531561374664,3427200
1986-06-11,0.06930531561374664,0.06930531561374664,0.06824728422016971,0.06930531561374664,2304000
1986-06-12,0.06666024029254913,0.06930531890198921,0.06613122457066112,0.06930531890198921,13708800
1986-06-13,0.06666024029254913,0.06718925601443715,0.06613122457066112,0.06666024029254913,7891200
1986-06-16,0.06613121181726456,0.06718924305699939,0.06560219619739714,0.06666022743713197,9590400
1986-06-17,0.06718926876783371,0.0682473004124379,0.06666025294553161,0.06666025294553161,13075200
1986-06-18,0.06666024029254913,0.06718925601443715,0.0656022088487731,0.06718925601443715,4348800
1986-06-19,0.06613121181726456,0.06718924305699939,0.06560219619739714,0.06666022743713197,8467200
1986-06-20,0.06639569252729416,0.06666019794978927,0.06613118256393342,0.06613118256393342,3801600
1986-06-23,0.06718926876783371,0.06718926876783371,0.06507320547862533,0.06639574730481525,46195200
1986-06-24,0.06666024029254913,0.06771827173632516,0.06613122457066112,0.06718925601443715,14572800
1986-06-25,0.06560221314430237,0.06718926041388376,0.06560221314430237,0.06666024465735662,15235200
1986-06-26,0.06348613649606705,0.06613121471115216,0.06348613649606705,0.06560219906813514,19152000
1986-06-27,0.06295710057020187,0.06401513151537078,0.06242808509761742,0.06348611604278633,10396800
